100

32 76 39 26 94 95 34 67 97 17  0 67 96 27 43 69 22 13 19 24 28 36 38 26 17 74  5 90 73 89 95 51 41 83 92 95  4 78  7 97 44 68 21 20 80 36 84 89 28 94 18 92 44 34 36 58 38 73 77 25 97 23  3 37  1 95 66 67  0 94 99 77 90 43 33 44 19 79 23 92 62 31 80 56 46 82 83 46 69 31 89 33 10  8 36 88 20  2 80  6 
52  1 86 65 44 40 31 97 81  9 67  0 18 59 13 42  8 90 21  9 72 14 49 16 45 47 91 30 59  6 62 10 52 69  2 24 57 50 37 47 20 13 83 63 44  6 59 69 97 44 41 76 80 49 46 76 71 81 64 83 96 64 93  9 75 31 81 44 53 44 44 27 70 83 25 69 39 75 72 84 55 16 35 68 45 39  9 74 22 25 25 34 57 75 65  4 73 22 39 28 
97 86  6 19 28 32  3 70  8 40 96 18  0 32  6 97 82 26 39 19 58 60 67 78 73 31 55 71 47 16 83 39 62 52 31 54  3 24 76 16 18 99 67 32 45 97 76  8 94 78 63 53 93 18  9 17 79 35 22 47 29 32 75 66 69 40 69 91 60 76 48 63 27 31  3 71 37 62 55 33 17 23 58 94 73 44 21 51 32 91 96 41 25 80 33 55 99 16 33 28 
46 21 79 64 41 93 34 24 87 43 27 59 32  0  4 55 24 84 40 32 36 28 92 46 73 37 89 33 82  9 54 88 99 93 74 69 92 13 84 12 94 35 82  4 22 60 71  4 56 26 86 63 98  4 25 99 19 72  8 78 56 48 98 39 86 49 72 63 32 19 96 26 86 23 60 64 51 24 40 44  0 73 95 19  7 17 74 73 63 50 63 69 41 26 99 32 61 40 29 91 
37 75 74 58 29 35 18 43 28 76 43 13  6  4  0 48 62 90  5 94 53 50 43 47 89 54 93 89 32  0  9 93 54 89 18 69 22 99 83 77 34 64 11 58 25 70 38 95 25 60 94 19 28  4 57 70 61 20 51 87 58  7 27  3 12 23 99  9 12 22 60 35 76 60 12 92 81 46 25 35 96 50  1 94 85  7 72 93 48 38 99 32 38 79 46 27 39 11 50 52 
28 69 17 24 70 90 72 44  5 54 69 42 97 55 48  0  0 76 27 79  3 56 29 51  7 98  5  4 54  9 32 90 15 31 83 73 43 94 92 53  8 46 53 27 35 86 84 14 53 86 35 69  9 92 70 27 46 74 69 62 65 58 18 40 17 16 38 19 57 40 55 43 76 53 23 45 96 89 96  9 45 81 54 47 10 98 43  5 67 82 77 65 33 79 81 44  6 91 17 20 
22 99 46 40 11  5 61 78 20 44 22  8 82 24 62  0  0 36 84 73 33 94 82 31 57 81 22  5 98 81 21 99 51 64 87 33 61 15 96 32 62 72  8 68 92  8 90 64 71 84 58  9  2 44 85 96 17 45 40 51 86 37 74 87 57 14 40 98 94 96 96 31  6 82 39 51 12 66 72 86 20 13 54 95 36 67  3 14 52 72 23  1 65 69 65 90 49 16  2 69 
52 79 68 73 81 33 60 99 99 59 13 90 26 84 90 76 36  0 20 50 90 99 41 57 71 16 17 68 40 38 63 31 90 48 73 87 78 42 39 35 86 40 68 69 96 77 75 51 80 82 37 80 38  4 83 10 83 15 81 51 74 33 47 25 41 90 14 23 59 21 31 26 72 24 39 80 98 76 23 26 66 40 57 97 46 89 97 42 58 74 98 31 33 94 84 48 12  0 15 61 
45 79 87 48 59 36 42  6 13 21 19 21 39 40  5 27 84 20  0 60 67 39 26 12  0 31 93 85 59 26 82 77 91 77 62 94  0 37 35  7 32 23 98 41 30 36 81 10 19 39 15 32 49 56 64 98 28 47 92  2 61 23 23 52 72  7 90 98 16  5 97 89 27 46 74 21 44 31  7 66 98 50 67 78 24 14 88 82 40  7 15 34 63 66 67 74 23  8 41 20 
22 96 30 92 72 25 22 40 98 98 24  9 19 32 94 79 73 50 60  0 68 28 61 14 18 96 26 95 62 47 85 57 37 33 33 99 82 98 73 49  7 57 68 74 49 93 50 38 67 48 17  0 68 26 52 82 95 93 69 43  8 90 67 21 92 62 92 16 95 55 97 87 86 24 47 48 79 50 80 89 46 96 77 92 43 53 91 76 75 68 39 74 43 83 98 82 94 25 77 91 
79 93 21  4 61 26 44  2 84 42 28 72 58 36 53  3 33 90 67 68  0  0 60 12 25 38 86 49 41 87 85 52 59 49 96 39 99 39 64 61 34 93  9  5 12 46 28 93  3 44 98 20 46 27 68 53 50 80 46 50 66 11 18 32 80 79 33 58 21 71 23 35 47 64 90 84 58 93 61 86 33 54 62 23 66 34  6 24 19 58 28 47  5 63 15 84 99 20 95 77 
 0 88 49  3 63 53 86 52 75 57 36 14 60 28 50 56 94 99 39 28  0  0 23 12 74 18 43 67 23 32 90 41 71 55 41 42 89 13 51 34 96 81  3  1 89 67 64 26 29 55 80 13 20 54 32 47 66  4 96 98 66 85 26 44 18 77 72 61 66 41 18 41 32 23 85  1 25 95 41 23 21 19 95 63 34 20 15  0 22 50 73 34 89 52 80 33 33 93 21 18 
47 59 35 39 15  4 49 85 43 77 38 49 67 92 43 29 82 41 26 61 60 23  0 10 57 70 14 63 72 81 14 68 87 68 26 86 53 28 51 25 84 14 54 89 48 96 58 45 86 85  6 29 58 96 30 54 56 96 23 50 49 72 46 69 55 60 79 28 86 13 75  4 37 28 99 86 10 90 46 26 78 34  1 92 13 86 41 60 48 16 26 82  2 49 76 80 30 16 20  8 
81 90 96 77 90 24 14  5 12  0 26 16 78 46 47 51 31 57 12 14 12 12 10  0 93 12 79 96 54 50 16 84 90 60 80 49 48  4 39 28 24 71 57 90 28 40 44 94 94 83 35 28 14 45 66 14 29 91 75 29 35 31  5 44  4 97 95 18 46 87 84 42 47 36 50  3 85  9 84 83 10  2 16 19 71 27 93 11 26 27 93 76 67 81 39 52 63 70 76 41 
89 55 20 87 38 70 56  6 49  5 17 45 73 73 89  7 57 71  0 18 25 74 57 93  0 77 62 65 21 90 92 76 70 23 85 86 36 46 65 63 65 96 23 32 57 95 69  6 58 46 23 50 39 26  4 86 18 89 61 98 97  5 72 90 40 24  4 70 44  4 41 17 15 86 30 41 78 79 16 67 91 59 81 10 64 51 35 30 44 81 61 27 15 86  6 61 93  1 43 97 
70 17 69 22 73 31 82 92 57 21 74 47 31 37 54 98 81 16 31 96 38 18 70 12 77  0 88 36 65 50 28 66 65 71  5 11  7 38  2 15 16 83 96 99 76 50 77 56  8 55 52 44 54  2 71 60 29 17  5 12 34 75 79 21  0  0 18 80 84 21 69  2 87 42 68 53 82 62 89 58 97 94 65 89 88 25 15 56 27 52  6 18  2 90 95 91 32 68 90 24 
36 76  7 57 99 27 36 18 63 44  5 91 55 89 93  5 22 17 93 26 86 43 14 79 62 88  0 70 71 13 25 54 69 77 29 33 17 95 79 81 43 67 42  0 97  2 57 95 98 42  9 18 15 32 94 28 87 67 95  8 86 58 37  9 47 89 68 73 56  1  0 53 38 96 36 49 10 18 65 36 27 18 92 28  7 48 86 88 93 31  3 30 84 79 53 12 14 89 46 71 
10 94 46 37 53 73 25 10 17 63 90 30 71 33 89  4  5 68 85 95 49 67 63 96 65 36 70  0 69 94 36  8 61 45 98 22 21 21 47 85 87  0 12 57 39 30 42 84 13 50 25  4 57 57 75 83  7 16 69 78 90 19 64 75 88 78 99 45 91 55 26 50 98 64 56  0 81 25 41  8  0 63 57 98  5 26 82 54 11 12 94  0 91 47 21  2 97  6 52  6 
11 32 79 70 72 34 83 98 63 50 73 59 47 82 32 54 98 40 59 62 41 23 72 54 21 65 71 69  0 81 18 78 51 61 62 73 80 26 84  0  2 74 55 48  5 25 72 60 30 89 56 47 35 46 38 22 15 87 76 49 82 54 36 76 37  4 19 96 85 91 66 63 15 76 11 88 40 51 26 45 42 53 72 15 44 76  9 14 11 74 47 92 75 78 49  1  9 70 81 30 
 1 53  7 28 97 84 34 91 98 52 89  6 16  9  0  9 81 38 26 47 87 32 81 50 90 50 13 94 81  0 37 55  0 23 19 19 94 58 61  8 60 33 54 17 82 90 95 82 47 50 71 39 46 60  7 37 37 72 29 63 85 60 66 31 73 91 89 53 81 96 35 86 12 47 64 45 56 12 51 42 73 97  4 97 72 63 84 38 38 81 39 52 72 20 27 54 67 54 80 23 
20 82 87 96  4 92 97 34  6 57 95 62 83 54  9 32 21 63 82 85 85 90 14 16 92 28 25 36 18 37  0 74 38  0 41 54 23 56 31 49 79 57 34 69 23 61 65 73 58 56 80 93 83 27 73  7 90 41 55 64 14  1 21 54 83 79 15 70 87 89 87 57 81 79 58 93 78 81 79 29 34  7  3  5  0 64 86 80 13 72 66 31 28 82 30 11 73  8  1 18 
82 10 88 15 37  8 83 57 27 69 51 10 39 88 93 90 99 31 77 57 52 41 68 84 76 66 54  8 78 55 74  0 64 75 10 24 33 45 28 79 41 49 81 69 36 34 49 95 78 42 85 48  3 53 57 96 82 23 57 51 14 41  9 25 87 11 83 24 80 16 37 76 22 94  8 53 91 98 56 58  0 20 45 64 76 38 26 16 34  8  6 22 35 22 80 20 10 40 38 98 
 0 97 12 82 93 39 21 85 54 62 41 52 62 99 54 15 51 90 91 37 59 71 87 90 70 65 69 61 51  0 38 64  0 42 26 59 17 46 94 16 24 23 73 28 17 95 67  5  7 14 89 70 33 40 93 47  5 42 66  9 40 97 52  4 77 54 44 33 91  3 32 40 26 31  8 83 86 86  7 77 85 62 87 72 95 79 22 85 12 34 80 21 86 65 43 81 70 65 71 70 
32  4 79 12 69 70 44 49 65 26 83 69 52 93 89 31 64 48 77 33 49 55 68 60 23 71 77 45 61 23  0 75 42  0 89 18 31 11 43 85 35 92 38 18 53 35 58 66 53 58 44 50 48 84 50 49 22  5 81 14 30 13  1 35 96 88 38 27 53 16 65 92 17 44 65 95  3 74 57 65 50 72 71  5 27 71 77 82 10 47 91 55 17 94 54 53 83 30 10 26 
59 89 69 51 83 33  4 81 66 67 92  2 31 74 18 83 87 73 62 33 96 41 26 80 85  5 29 98 62 19 41 10 26 89  0 12  9  3 23 65 62 29 13 85 24 51  2 63  7  9 88 59  0 10 78 50 57 82 79 20 64 86 60 15 30 29 19  5 26  5 41 18 21 62 64 77 31  7 69  7 18 36 27 50 60 96 15  3 84 72 79 81 29 37 78  9 21 39 32 52 
 8 38 93 10  5 13 38 21 29 80 95 24 54 69 69 73 33 87 94 99 39 42 86 49 86 11 33 22 73 19 54 24 59 18 12  0 56 25 87 30 70 35 99 80 50 20 63 90 75 64 70 29 16 48 60  2 81 63 49 90 54  1 56 72  3 79  2 49 68 22 31 78  0 32 83  5 44 20 68 13 79 25 83 85 20 44 57 38 71 52 53 26 95 66 85 18  7 12 87 94 
 5 33 34 15 87 69 87 37 89  5  4 57  3 92 22 43 61 78  0 82 99 89 53 48 36  7 17 21 80 94 23 33 17 31  9 56  0 16 43 92 63 40 84 54 10  0 38 90  2 81 41 48 49 13 31 38 23 67 24 68 86  2 90 75 80 63 69 78 73 86 22 84  9  8 91 25 47 92 36 13 10 42 43 18 73 14 32 71 44 15 57 67 42  5 20 60 75 57 28 73 
69 95 71 69  1 52 40 43 91 27 78 50 24 13 99 94 15 42 37 98 39 13 28  4 46 38 95 21 26 58 56 45 46 11  3 25 16  0 88 29 11 43 61  7 42 61 14 61  8 16 79 88 21 77 26 55 36 21 72  7 62 45 25 14 59 60 28 57 11 28 70 80 98 68 87 84 54 94 60 82  5 40 82  6 25 50 62 89 93 77 61 74 94 32 16 85 39 92 93 44 
74 96 67 13 19 50 32 79 53 95  7 37 76 84 83 92 96 39 35 73 64 51 51 39 65  2 79 47 84 61 31 28 94 43 23 87 43 88  0 52 15 39 80  0 64 74 33 93 26 60 18  6  3 63 11  5 89 65 16 39 72 23 46 63 85 54 83 36 64 83 81 42 14 27 28 31 70  5 27 66 85 62 67 77 22 75 73 97 43 98 95 99 52 68 92 49 77 78 42 89 
20 98 18 63 95  5 42 98 72 53 97 47 16 12 77 53 32 35  7 49 61 34 25 28 63 15 81 85  0  8 49 79 16 85 65 30 92 29 52  0 34 25 23 21 41 14 30  1 86 63 38 54 21 24 98 35 27 24 61 40 25 56 12 86  3 14 22 85  8 83 94 76 88 49 16 28 93 49 54 51 79 79 38 63 66 76 17  4  9 57 87  0 57  5 21 54 37 70 23 32 
66 95 28 47 26 62 29  0 97 75 44 20 18 94 34  8 62 86 32  7 34 96 84 24 65 16 43 87  2 60 79 41 24 35 62 70 63 11 15 34  0 53  0 88 11 28 69 44  6 63 50 69 43 54 77 11 73 58 51 93 89 25 43 24  0 64 57  3 31 29 17 49 16 32 34 36 19 23 50 12 79 97 34 16 55 93 85 91 45 47 74  7 58 84 54 28 24 40 12 56 
90 93 39 94 13 82 75 38 51 11 68 13 99 35 64 46 72 40 23 57 93 81 14 71 96 83 67  0 74 33 57 49 23 92 29 35 40 43 39 25 53  0  0 90 10 52 59 51 23 99 84  3 77 54 60 88 15 20 16 17 20  8 49 81 70 50 62 47 57 39 15 57 38 46 26 10 98 98 82 49 82 67 61 57  0 12 79  4 53 95 11 42 44  1 92 12 36 34 61 93 
52 57 87 40 26  5 78 69 27 20 21 83 67 82 11 53  8 68 98 68  9  3 54 57 23 96 42 12 55 54 34 81 73 38 13 99 84 61 80 23  0  0  0 34 90 25 95 88 51 70 88 70 62 78 90 83  8 91 40 51 42 22 16 89 82 98 45 41 33 22 81 60 36 73 81  7  1  2 57  4 28 88  8 61 92 18 61 91 90 91 76 74 22 12 81 41 78 32 48 12 
52  4 59 25 17 36 60 14 37 48 20 63 32  4 58 27 68 69 41 74  5  1 89 90 32 99  0 57 48 17 69 69 28 18 85 80 54  7  0 21 88 90 34  0 55 33 13 47  1 77 35 11 70 42 79 36 30 79 68  8 92 30 97 61 64 87 66 94 55 12 17 71 75 60 15 10 77 73 88 69  3 61 81 20 47 86 82 74 16  4 80 62  3 24 45  7  4 86 39 80 
25 61 42 91 20 54 42 30 34  8 80 44 45 22 25 35 92 96 30 49 12 89 48 28 57 76 97 39  5 82 23 36 17 53 24 50 10 42 64 41 11 10 90 55  0 77 18 75 10 29 24 26 93 77 87 58  4 28 66 55  9 46 81 74 85 59 37 54 25 21 68 88 24 50  2 27 16 28 56 62 86 18 74 24 69 86 71 89 91 22 66 64 71 74 38 53 97 38 47  1 
16 81 58  6  1 74 65 66 69 34 36  6 97 60 70 86  8 77 36 93 46 67 96 40 95 50  2 30 25 90 61 34 95 35 51 20  0 61 74 14 28 52 25 33 77  0 29 56 92 12 98 40 61 27 79  2 56 90 96 41 69 90 71 49 73 33 34 94 67 82 26 73 46 38 16 29 66  3 40 30 12 45  6 90 70 83  4 16 65 30 73 43 15  0 25 75 35 35 13 76 
49 51 60 99 29 28 99 89 76 66 84 59 76 71 38 84 90 75 81 50 28 64 58 44 69 77 57 42 72 95 65 49 67 58  2 63 38 14 33 30 69 59 95 13 18 29  0 29  0 17 13 64 24 54 63 91 55 97 48  1 80 13 99 15 79 37 83 76 78 46 47 38 28 11 67  2 90 91 38 19 98 40 96 14  7 14 45 55 63 54 87 84 33 47 81 15 97 38 20 50 
92 43  7 13 13 96 56 99 69 95 89 69  8  4 95 14 64 51 10 38 93 26 45 94  6 56 95 84 60 82 73 95  5 66 63 90 90 61 93  1 44 51 88 47 75 56 29  0 50 79 47 26 66 75 24 20  6 59 69 39 27 37  1 22 61 84 60 45 46  0 91 86 97 43 62 69 85 57 40 10 76 97 39 87  9 33 98 15 74 43 74 80 46 12 19 65 97 22  4 10 
42 49  1 64 72 11 42 40 59 58 28 97 94 56 25 53 71 80 19 67  3 29 86 94 58  8 98 13 30 47 58 78  7 53  7 75  2  8 26 86  6 23 51  1 10 92  0 50  0 79 62 16 59 90 28  8  8 52 96 46 24  7 90 30 89 99 67 18 91 40 84 55 67  4 76 19 50 81 28 77 80 29 58 17 20 49  5 44 45 77 87 23 19 43 73 19 71 67 57 86 
81 87 28 51 18 23 14 82  7 29 94 44 78 26 60 86 84 82 39 48 44 55 85 83 46 55 42 50 89 50 56 42 14 58  9 64 81 16 60 63 63 99 70 77 29 12 17 79 79  0 10 41 93 94 66 88 97 32 77 26 74 83 31 81 10 58 66 92 28 62 61 13 11 24 63 94 59 47 65 44 71 20 90 92 25 43 78 13 80 33 67 65 72 48 38 52 64 82  5 64 
37 47 95 24 99 11 43 84 32 96 18 41 63 86 94 35 58 37 15 17 98 80  6 35 23 52  9 25 56 71 80 85 89 44 88 70 41 79 18 38 50 84 88 35 24 98 13 47 62 10  0 78 86 23 29 57 97 66  5 16 99  7 75 66 46 28 33 21  4 43 71 62 22 60 40  7 76 60 38 29 75 90 15 41 64 85 48 61 22  5 52 18 79 41 31 11 62 60  1 54 
57 40 86 99 89 46 84 50 43 68 92 76 53 63 19 69  9 80 32  0 20 13 29 28 50 44 18  4 47 39 93 48 70 50 59 29 48 88  6 54 69  3 70 11 26 40 64 26 16 41 78  0 57 90 58 61 72  0 53 89 70 43 33 92 82 89 91 39 68 75 42 79  9 97 47 61 26 93 81 35  1  8 26 96 59 27 45 31 85 33 74 85 87 37 49 73 69 70 68 19 
59 65  4 67 32  8 76 94 51 42 44 80 93 98 28  9  2 38 49 68 46 20 58 14 39 54 15 57 35 46 83  3 33 48  0 16 49 21  3 21 43 77 62 70 93 61 24 66 59 93 86 57  0 96 71 40 29 14 72 10 52 26 70 70 88 46 94  3 84  3 94 63 47 64 67 11 73 34 94 99 50 46  3 25 55 51 59 42 97 91 51 56 55 37 41 23 64 52 52 75 
46 95 17 96 92 23 60  3 63 34 34 49 18  4  4 92 44  4 56 26 27 54 96 45 26  2 32 57 46 60 27 53 40 84 10 48 13 77 63 24 54 54 78 42 77 27 54 75 90 94 23 90 96  0 73 40  3  1 29 55 25 35  5 38 66 18  4  9 89 80 95 90 82  9 74 95 32 86 60 33 77 60  4 73 75  4 59 68 62  8 92 86 19  5 51 16 95 96 81 65 
49 93 54 51 87 24 59 83  6 67 36 46  9 25 57 70 85 83 64 52 68 32 30 66  4 71 94 75 38  7 73 57 93 50 78 60 31 26 11 98 77 60 90 79 87 79 63 24 28 66 29 58 71 73  0 41 31 38 72 90 82 18 46 16 57 59 46 23 89 18 72 82  4 69 24 84 24 43 90 87 26 95 10 32 33 11 66 72 54 66 95 14 46 84 25 99 15 29 36 54 
29  3 45 82  3 68 47 55 36 71 58 76 17 99 70 27 96 10 98 82 53 47 54 14 86 60 28 83 22 37  7 96 47 49 50  2 38 55  5 35 11 88 83 36 58  2 91 20  8 88 57 61 40 40 41  0 77 37 18 42 98 77 91 39  3 79 17 49 60 26  2 16 94 60 58 19 44 27 64 54 15 33 70 94 67 58 45 18 32 25  6 37 75 64 32 87 65 61 85 54 
41 23 44 52 16 59 27 72 40 74 38 71 79 19 61 46 17 83 28 95 50 66 56 29 18 29 87  7 15 37 90 82  5 22 57 81 23 36 89 27 73 15  8 30  4 56 55  6  8 97 97 72 29  3 31 77  0 18 61  3 63 23 60 83 24 99 71 11 94 72  5 97  1 53 30  8 53  0 10 46 33 17 97 40 99 86  9 33 11 30 24 56 88 57 42 15  5 56 71 57 
91 69 70 28 23 72 75 94 59 49 73 81 35 72 20 74 45 15 47 93 80  4 96 91 89 17 67 16 87 72 41 23 42  5 82 63 67 21 65 24 58 20 91 79 28 90 97 59 52 32 66  0 14  1 38 37 18  0 26 88 47 30 73 77  5 29 33 59 12 81 59 86 78 34 34 58 25 60 61 51 16 12 27 94 55 50 74 47 38 96 98 12 98 84 38 20 82 99 59 90 
73 45 93  7 46 49 48 73 39 76 77 64 22  8 51 69 40 81 92 69 46 96 23 75 61  5 95 69 76 29 55 57 66 81 79 49 24 72 16 61 51 16 40 68 66 96 48 69 96 77  5 53 72 29 72 18 61 26  0 11 32 17 58 32 84  9 93 90 19 60 10 84 72 22 18 91 25 52 21 13 32 82 53 59 25 61 38 36 54 32 75 21 59 17 42 17 87 87 60 51 
23 70 96 62 24 63 35 47 18 22 25 83 47 78 87 62 51 51  2 43 50 98 50 29 98 12  8 78 49 63 64 51  9 14 20 90 68  7 39 40 93 17 51  8 55 41  1 39 46 26 16 89 10 55 90 42  3 88 11  0 34 74 33 42 31  3 84 42 46 63 85 85 92 29 57 64 99 59  8 51 36 47 38 31 33  3 93 33  8 91 27 49 60 12  6 56 70 94 48 64 
11 71 91 96 87 36 62 34 89  4 97 96 29 56 58 65 86 74 61  8 66 66 49 35 97 34 86 90 82 85 14 14 40 30 64 54 86 62 72 25 89 20 42 92  9 69 80 27 24 74 99 70 52 25 82 98 63 47 32 34  0 55 85 82 59 46 55  5  8 55 85 18 41  5 80 27 39 71 93 37 99 36 45 83 26 90 74 34 12 90  1 40 30 56  8 45 58 78 21 25 
21 16 38 26  5  3 32 95 58 12 23 64 32 48  7 58 37 33 23 90 11 85 72 31  5 75 58 19 54 60  1 41 97 13 86  1  2 45 23 56 25  8 22 30 46 90 13 37  7 83  7 43 26 35 18 77 23 30 17 74 55  0 97 86 89 58 34 72 60 43 86 70 54 54 84 91 36 90 65 18 92 77  9 70 68  1 70 95  1 52 27 85 31 52  4 87 59 75  8 23 
15 49 79 56  1 50 76 38 26  2  3 93 75 98 27 18 74 47 23 67 18 26 46  5 72 79 37 64 36 66 21  9 52  1 60 56 90 25 46 12 43 49 16 97 81 71 99  1 90 31 75 33 70  5 46 91 60 73 58 33 85 97  0 18 65 33 88  7 17 96 80 12 59  4  2 79 74 21 96 75 62 61 99 28  2  8 79 86 25 64 84 11 27 87 41 31 54 57 17 19 
90 88 53 34 59 45 83  1 19 70 37  9 66 39  3 40 87 25 52 21 32 44 69 44 90 21  9 75 76 31 54 25  4 35 15 72 75 14 63 86 24 81 89 61 74 49 15 22 30 81 66 92 70 38 16 39 83 77 32 42 82 86 18  0 51 27 71 94 60 54 17 88 27 62 80 67 58 44 29  5 84 31 29 87 39 54 91 87  2 36 60 82 35 21 18 58 75 25 86  1 
22 18 45  8 78 47 64 93  7 79  1 75 69 86 12 17 57 41 72 92 80 18 55  4 40  0 47 88 37 73 83 87 77 96 30  3 80 59 85  3  0 70 82 64 85 73 79 61 89 10 46 82 88 66 57  3 24  5 84 31 59 89 65 51  0 20 97 43 10 63 85 39 70 40 74 76 62 82  6  3 98 44 63  1 19 94 49 13 64 86 23 53 96 27 49 76 93  1 78 21 
 8 78 28 85 54 45 21 69 26  4 95 31 40 49 23 16 14 90  7 62 79 77 60 97 24  0 89 78  4 91 79 11 54 88 29 79 63 60 54 14 64 50 98 87 59 33 37 84 99 58 28 89 46 18 59 79 99 29  9  3 46 58 33 27 20  0 94 53 29 35 42 93 67 79 23 98  9 94 27 41 44  8 94 68  7  7  8 34  0 44 39 91 99 15 70 31 22 83 15 96 
13 27 91  3 25 42 38 85 42 87 66 81 69 72 99 38 40 14 90 92 33 72 79 95  4 18 68 99 19 89 15 83 44 38 19  2 69 28 83 22 57 62 45 66 37 34 83 60 67 66 33 91 94  4 46 17 71 33 93 84 55 34 88 71 97 94  0 79 38 56 75 44  2 95 93 65 73 10 31 12 57  1 96 57 14 84  8 55 86  6 51 42 27 88 80 33 15  5 35 27 
58 85 60 82 20 13 31 12 46 58 67 44 91 63  9 19 98 23 98 16 58 61 28 18 70 80 73 45 96 53 70 24 33 27  5 49 78 57 36 85  3 47 41 94 54 94 76 45 18 92 21 39  3  9 23 49 11 59 90 42  5 72  7 94 43 53 79  0 92 87 54 51 28 69 97 68 13 46 70 27 62 18 89 53 72 83 30 58  4 68 85  8 97 19 35 10 96 32 12  7 
67 40 74 23 45 72 39 10 10 23  0 53 60 32 12 57 94 59 16 95 21 66 86 46 44 84 56 91 85 81 87 80 91 53 26 68 73 11 64  8 31 57 33 55 25 67 78 46 91 28  4 68 84 89 89 60 94 12 19 46  8 60 17 60 10 29 38 92  0 65  2 84 35 42 57  4 67 80 53 98  4 70 33 19  2 16 64 38 68 39  5 39 20 22 88 19 51 72 50 84 
