80

29 35 60 27 18 10 56 46  9  5 17 65 73 73 49 47 37 71 60 18 25 34 77 53  0 17 42 65 61 30 52 56 50 23 45 26 76 26 45  3 65 36 63 12 77 15 49  6 58 46 63 10 59 66 24 66 78 49 41 38 37 25 52 70 40 24 24 70 64 44 61 37 75  6 10 61 38 39 36 67 
30 57 49 62 53 31 42 52 17  1 14 27 31 57 14 18 41 76 71 36 18 18 50 12 17  0 48 76  5 70  8 66 65 51 65 51 67 58 62 35 36 43 76 59 16 30 17 56 68 75 72 64 34 42 51 20 69 57 45 32 14 35 19 41  0 60 18 60 44  1 69 62  7 62 28 13  2 62  9 18 
16 16  7 57 59 47 36 58  3 44 45 11 75 69 33  5 22 77 53 46 46 63 54 19 42 48  0 10 51 53  5 74 29 77 29 53 57 15 39 61 63 47 22  0 37  2 17 75 18  2 69 58 75 32 34 48  7 67 55 48 66 38 57 49 67 69 48 73 36 21  0 53 18 36 76 49 70 78 45 76 
30 54 26 17 33 13 45 70 17  3 50 50 11 33 69 44 45 28 45 35 69  7 43 36 65 76 10  0 29 54 16 68  1 45 18  2  1 21 67 65 27 40 12 17 19 30 22 64 73 30 65 44 57 77 35 43 67 36 69 38 50 39 24 75 68 58 39 25 11 15 46 50 38  4 36 40  1 65 61 48 
11 52 59 30 12 74  3 38 23 70 13 59 47 42 32 74 58 40 39 62  1 43 32 74 61  5 51 29  0  1 18 78 71 41  2 53  0 26  4 20 42 74 55 28 45 45 72 20 50 29 76  7 75 26 38 62 75  7 56 29 22 14 56 76 57 64 19 16 65 71  6 63 55 76 31 28  0 11 26 45 
61 13 27  8 37 44 54 31 18 12 29 26 56 69  0 29 41 58 66 27 67 52  1 50 30 70 53 54  1  0 17 75 20  3 39 79 74 78 41  8  0 73 54 17 62 10 75 42 67 70 71 79 26  0 67 37 17 52 29 43 65 40 46 71 33 31 29 53 61 16 75 26 32 27 64 45 16 72 31  2 
40 62 47 16 44 12 57 14 26 17 35 42 43 74 29 12 61 43  2  5 45 70 34 36 52  8  5 16 18 17  0 54 38 20 41 74 43 36 11 69 39 17 14  9 43 41 65 13 18 56  0 73  3  7 53 67 70 61 15 44 54  1 41 54 63 39 35 30  7 29 67 57 41 79 18 53 78 61 59 29 
22 70  8 15 77  8 23 17 67 69 11 30 79 48 73 50 79 51 57 17 72  1  8 24 56 66 74 68 78 75 54  0  4 35 50  4 53 45 48 39 21 29  1  9 36 14  9 15 78  2  5  8 63 33 37 36 42 23 57 71 54 41 29 65 27 71 23  4 20 36 57 36 42 14  8 33 11 18 36 78 
40 37 12 62 53 39 21 25 74 42 21 12 62 79 34 55 11 70 11 37 59 71 27 30 50 65 29  1 71 20 38  4  0 42  6 19 77  6 54 76 44  3 53  8 57 75 27 25 27 74 29 10 73 40 13 47 45 62 46 69 60 37 32 64 17 14 64 73 51  3 52 20 26 51 28 43 66 46 47 17 
72 24 79 52  9 10 44  9 65  6 23  9 72 73  9 31 24 68 37 33 69 35 68  0 23 51 77 45 41  3 20 35 42  0 69 58 11 31 23 25 15 12 38 58 33 15 38  6 53 18 24 50 68 24 10 29 62 25 41 74 50 13  1 15 56 48 18  7 53 16 65 72 17  4 45 55 23 54 57  5 
19 49 29 31 23 13 24 61 66  7 32 22 51 54 38 63 47 13 22 13 16 21 46 20 45 65 29 18  2 39 41 50  6 69  0 32 69  3  3 45 42 29 53 25  4 71 62 63  7 29 68 19 20 10 18 70 57  2 79 20 64  6 20 75 10 49 19 65  6 45  1 18 21  2 44 57 11 47 29  7 
28 58 13 70 65 13 38 61 69 20 55 64 34  9 49 53 33 27 14 59 59 62  6 69 26 51 53  2 53 79 74  4 19 58 32  0 36 65 27 10 30 15 59  0 30 40 43 30 15 24 50 69 16 68 40 42  1 23 49 50 14 21 56 32  3 79 42  9 68 22 71 18 60 12 23 45  4 60  8 53 
65 13 14 75 47 29  7 37  9  5 64 77 43 52  2 43  1 18 60  2 19 29 33 68 76 67 57  1  0 74 43 53 77 11 69 36  0 56  3 52  3 60 44 34 30 60 78 10 22  1  1 28 29 73 31 78 63 67 24  8 66 22 70 15 40  3 29 78 33 66  2  4 49 68 71 65 27 52 56 33 
29 35 51  9  1 12 60 63 51 47 78 10 44 53 19 74 75 62 37 78 19 33  8 44 26 58 15 21 26 78 36 45  6 31  3 65 56  0 68 69 51  3 61 27 42 61 14 41 68 16 19 28 21 37 66 15 36 41 72 27 42 65 45 34 79  0 48 77 51 28 50 40 58 48  7 44 54 14 20 42 
54 36 27 13 39 10 72 39 33 15 27 57 16 24  3 52 16 59 55 33  4 11 31 19 45 62 39 67  4 41 11 48 54 23  3 27  3 68  0 72 35 19 60  0 44 14 73 53 26 20 58 66 63  3 71  5 49  5 36 79 72 43  6 43 25 34 23 56 64  3  1 22 14 27 68 51 70  5 67 66 
40 18 58 63 55 25 62 18 32 53 77 67 36 72 37 73 52 35 27 49 21 14 45 28  3 35 61 65 20  8 69 39 76 25 45 10 52 69 72  0 74 25  3 61  1 34 30 41 46 43 38 34 21 44 18 35  7 24 61 40 45 16 72 66 23 54 22 45 48 63 14 36  8 49 16  8 33 69 54 11 
46 35 28  7 66 22 69 60 37 55 64 40 38 34 14 28 22 46 32 47 34 76 64  4 65 36 63 27 42  0 39 21 44 15 42 30  3 51 35 74  0 53  0 68 31 68 69 24 26 23 10 49  3 74 77 31 13 58 11 13 29  5  3 64 20  4 37 63 51 29 77  9 76 32 14 36 79 63 70 12 
50 53 59 54 13 62 35 18 71 11 48 13 19 55 24 26 32 60 63 17 73  1 34 11 36 43 47 40 74 73 17 29  3 12 29 15 60  3 19 25 53  0  0 70 10 52 19 51  3 79 44 63 57 54 20  8 55  0 56 37 20 48  9  1 30 50 62 47 37 19 75 57 78  6  6 30 78 78  2 69 
12 77  7 20 26  5 38 49 27  0 21 43 27 22 71 73 48  8 78  8 49 63 54 57 63 76 22 12 55 54 14  1 53 38 53 59 44 61 60  3  0  0  0 34 70 25 55 68 31 50  8 70 22 38 70 63 28 31 40 71  2 42 56 29 62 58 65  1 13 62 41  0 76 13 61 47 61  2 57 64 
72 24 79 45 77 76 40 54 17 68 60 63 72  4 18 47 48  9 21 14  5 21 29 10 12 59  0 17 28 17  9  9  8 58 25  0 34 27  0 61 68 70 34  0 35 73 73  7 61 57 15 51 70 22 39 16 50 39 48 28 72 70 57 21  4 27 46 54 55 52 57 51 15 60 75 70 77 33 68 69 
45 61 62 31  0 74 22 50 34 28 20  4 25 42 45 55 12 56 10 49 32 69 48 28 77 16 37 19 45 62 43 36 57 33  4 30 30 42 44  1 31 10 70 35  0 77 78 75 50 49 44 46 13 17 47 38 24 68 46 15 69 66 41 14 25 79 37 74 45  1 48 48 24 10  2 67 76 28 36 62 
76 61 38 46 61 34 65  6 69 14 56 26 17 60 50 26 48 37 56 53 66  7 56 20 15 30  2 30 45 10 41 14 75 15 71 40 60 61 14 34 68 52 25 73 77  0 29 36 32 12 78  0 61 27 39 22 36 50 56 21 29 10 71  9 53 13 54 74 67 22 26 53  6 18 76  9  6 43 60 70 
69 71  0 39 69 68 39 29 36  6 24 39 16 31 38 44 50 15 21 50 68 24 38 64 49 17 17 22 72 75 65  9 27 38 62 43 78 14 73 30 69 19 55 73 78 29  0 49 40 17 33 24 24 34  3 11 55 57 68 21 20 33 79 55 19 77 63 76 18 26 67 38 68 71 67  2 70 71 78 79 
12  3 47 73 33 16 56 19 29 75 49  9  8 24 55 54 44 11 50 58 73 66 25 34  6 56 75 64 20 42 13 15 25  6 63 30 10 41 53 41 24 51 68  7 75 36 49  0 30 59 47  6 46 55  4 40 26 19 29 59 67 57  1 62 61 44  0 65 66  0 71 26 37  3  2 69 65 57 20 10 
 2 29 21 24 52 51 22 40 19 18 68 57 14 76 45 53 71 40 79 47  3 49 26 74 58 68 18 73 50 67 18 78 27 53  7 15 22 68 26 46 26  3 31 61 50 32 40 30  0 19 42 16 79 10 28  8 28 32 36 26  4 47 10 70 69 79 67 58 31 40 44 55 67 64 16 19 70 21  8 57 
21 47  8 71 78 63 74 62 47 49 14 64 78  6  0 26 24  2 39 48  4 15 45  3 46 75  2 30 29 70 56  2 74 18 29 24  1 16 20 43 23 79 50 57 49 12 17 59 19  0 30 21 53 34 26 68 17 12 57  6 74 43 51  1 30 38  6 72  8 62 21 53 71 64 43 14 79 67  5 44 
77 47 35 44 79 71  3 64 72 16 18  1 43 46 14 35 18 17 35 57 78 60 46 35 63 72 69 65 76 71  0  5 29 24 68 50  1 19 58 38 10 44  8 15 44 78 33 47 42 30  0 38 26 23 29 57 37  6  5 56 19 67 75 46 46 68 13 41 44 43 51 42 22 60  0 27 56 60 38 49 
57  0 46 59  9 66 64 50 43 28 72 36 13 23 59 69 69  0 72 60 60 53 29 68 10 64 58 44  7 79 73  8 10 50 19 69 28 28 66 34 49 63 70 51 46  0 24  6 16 21 38  0 57 70 18  1 72  0 13 69 50 43 13 32 42 69 71 19 68 35 62 39 49 37 27  1 46 53 21 35 
19  5 44 47 52 48 76 14 51  2  4 60 13 18 48 29 42 18  9 68 66  0 58 14 59 34 75 57 75 26  3 63 73 68 20 16 29 21 63 21  3 57 22 70 13 61 24 46 79 53 26 57  0 56 51  0 49 14 12 70 72 26 70 30 48 66 74 63  4  3 34  3  7 44 67 11 73 14 54 59 
 6 15 17 16 12  3 60  3 43 74 14 69 58 64 64 12 24 44 16 46  7 14 76 45 66 42 32 77 26  0  7 33 40 24 10 68 73 37  3 44 74 54 38 22 17 27 34 55 10 34 23 70 56  0 73 60  3 41 69 55 45 55  5 78  6 38  4  9 69  0 35 70 42  9 34 15 72 66 60 53 
69 13 34 71 67 44 79 63  6  7 76 46 69  5 37 70 25 43 44 52 48 72 30 26 24 51 34 35 38 67 53 37 13 10 18 40 31 66 71 18 77 20 70 39 47 39  3  4 28 26 29 18 51 73  0 61 51 58 12 10 22 78 66 56 77 79  6 23 29 78 52 62 44 69 64 44  4  3 50  7 
49 43 65 62 23 68 47 75 56 51 78 36 17 39 10 47 76 10 58 22 13  7 54 14 66 20 48 43 62 37 67 36 47 29 70 42 78 15  5 35 31  8 63 16 38 22 11 40  8 68 57  1  0 60 61  0 17 57 78 42 78 57 71 59 43 79 17 69 20  6  2 36 14 40 38 79 44 47 64 34 
61 23 44 72 36 19  7 52 40 54 58 11 39 59  1 66 37  3 48 15 10 46 16 49 78 69  7 67 75 17 70 42 45 62 57  1 63 36 49  7 13 55 28 50 24 36 55 26 28 17 37 72 49  3 51 17  0 18 61 23 23 43 40 43  4 79 51 31 34 32  5 77  1 73 30 28 13 60 50 46 
71 69 50 28 43 72 15 54 59 49 73 21 55 12 20 74  5 15  7 33 60  4 76 71 49 57 67 36  7 52 61 23 62 25  2 23 67 41  5 24 58  0 31 39 68 50 57 19 32 12  6  0 14 41 58 57 18  0 26 68 67 30 33 57 25 29 33 79 72 61 79  6 38 74 74 38 25  0 61 11 
33 45 73 67 66 69 68 33 39 36 17 64 22 28 31  9  0 41 72 69 26 16 63 15 41 45 55 69 56 29 15 57 46 41 79 49 24 72 36 61 11 56 40 48 46 56 68 29 36 57  5 13 12 69 12 78 61 26  0 11 72 17 18 72 44 29 53 30 59 60 70 24 32 42 38 51 25 12  1 13 
 3 70 56 62 64 63 35  7 18 22 25 63 47 78 67  2 51 71 22 23 50 58 30 29 38 32 48 38 29 43 44 71 69 74 20 50  8 27 79 40 13 37 71 28 15 21 21 59 26  6 56 69 70 55 10 42 23 68 11  0 34 14 33  2 11  3 24  2 46  3 45 45 32 49 57 24 39 59 48 11 
51 71 71 36  7 56 62 54 49  4 17 56 69 76 78 25 66 74 61 28 46 66 69 15 37 14 66 50 22 65 54 54 60 50 64 14 66 42 72 45 29 20  2 72 69 29 20 67  4 74 19 50 72 45 22 78 23 67 72 34  0 35 65 42 19 66 75 65 68 55 45 38 21 45  0 47 19 11 53 57 
21 56 18 26 65 43 12 75 58 52  3  4 52 68 67 58 37 33 63 30 31  5 72 31 25 35 38 39 14 40  1 41 37 13  6 21 22 65 43 16  5 48 42 70 66 10 33 57 47 43 67 43 26 55 78 57 43 30 17 14 35  0 77 26 29 18 34 32 60 43 26 50 74 14 44 31 16 50  5 38 
55 29 59 56  1 70 36 58  6  2 43 73 35 78 47 58 54  7  3  7 58 66 46 25 52 19 57 24 56 46 41 29 32  1 20 56 70 45  6 72  3  9 56 57 41 71 79  1 10 51 75 13 70  5 66 71 40 33 18 33 65 77  0 38 65 53 28 27 57 36 60 12 39  4 42 59 14 21 76 55 
30 48 33 54 79 45 63  1 79 70 57  9 66 39  3 20 67 25 72  1 52 44 49  4 70 41 49 75 76 71 54 65 64 15 75 32 15 34 43 66 64  1 29 21 14  9 55 62 70  1 46 32 30 78 56 59 43 57 72  2 42 26 38  0 11 27 11 34 60 14 57  8  7 62 20 47 18 24 49 25 
42 38 45 28 18 47  4 33 47 59 21 55  9 66 52 77 37 41 72 32  0 58 55  4 40  0 67 68 57 33 63 27 17 56 10  3 40 79 25 23 20 30 62  4 25 53 19 61 69 30 46 42 48  6 77 43  4 25 44 11 19 29 65 11  0 60 37 43 70 43 25 79 70 40 14 16 42 42  6 63 
48 38 28  5 74  5 41  9 26 64 15 11 60  9  3 36 14 50 27 22 19 77 60 57 24 60 69 58 64 31 39 71 14 48 49 79  3  0 34 54  4 50 58 27 79 13 77 44 79 38 68 69 66 38 79 79 79 29 29  3 66 18 53 27 60  0 54 33 29 35 22 13 67 39 23 58 69 14 27  1 
53  7 71 63 45 42 18 45  2  7  6 21  9 72 79 38 20 14 70 72 13 32 59 15 24 18 48 39 19 29 35 23 64 18 19 42 29 48 23 22 37 62 65 46 37 54 63  0 67  6 13 71 74  4  6 17 51 33 53 24 75 34 28 11 37 54  0 59 18 16 75  4  2 75 33 25 53 10 51 72 
18 45 20 62 60 53 31 52  6 78 27 44 51 23  9 59 58 23 58 56 38 21 68 58 70 60 73 25 16 53 30  4 73  7 65  9 78 77 56 45 63 47  1 54 74 74 76 65 58 72 41 19 63  9 23 69 31 79 30  2 65 32 27 34 43 33 59  0 32 67 34 71 68 69 37  8 53  6 10 67 
27 20 34 43 65 12 59 70 50 43 20 53 60 32 52 17 54 19 16 15 41 66  6 66 64 44 36 11 65 61  7 20 51 53  6 68 33 51 64 48 51 37 13 55 45 67 18 66 31  8 44 68  4 69 29 20 34 72 59 46 68 60 57 60 70 29 18 32  0  5 22  4 15  2 37 24  7 40 73 18 
 8 74 10 23 56 44 47 75 59 27 54 44 76 79 42 20 36 41 45 75 31 41 33 67 44  1 21 15 71 16 29 36  3 16 45 22 66 28  3 63 29 19 62 52  1 22 26  0 40 62 43 35  3  0 78  6 32 61 60  3 55 43 36 14 43 35 16 67  5  0 49 64 15 47 28  3 14 75 18  0 
26  3 14 58 33 29  3 61 69 74 79 64 28 56 20 35 16 31 57 57 63 78 75 64 61 69  0 46  6 75 67 57 52 65  1 71  2 50  1 14 77 75 41 57 48 26 67 71 44 21 51 62 34 35 52  2  5 79 70 45 45 26 60 57 25 22 75 34 22 49  0 39 64 40 58 63 23 33  9 57 
71 27  0 26 67 13 47 49 40 52 57 47 63 66 55 63 71 26 69 47 75 41  4 22 37 62 53 50 63 26 57 36 20 72 18 18  4 40 22 36  9 57  0 51 48 53 38 26 55 53 42 39  3 70 62 36 77  6 24 45 38 50 12  8 79 13  4 71  4 64 39  0  4 77 52 21 47 62 69 29 
42 17 19 42 35 67 30 66 52 51 10 70 47 46 76 36 26 72 47 46 67 72 17  7 75  7 18 38 55 32 41 42 26 17 21 60 49 58 14  8 76 78 76 15 24  6 68 37 67 71 22 49  7 42 44 14  1 38 32 32 21 74 39  7 70 67  2 68 15 15 64  4  0 38 62 63  4 71 52 10 
26 14 48 35 37 62 44 55 20  0 63 63 51 43 60 53 42 64 66 64 64  3 68 16  6 62 36  4 76 27 79 14 51  4  2 12 68 48 27 49 32  6 13 60 10 18 71  3 64 64 60 37 44  9 69 40 73 74 42 49 45 14  4 62 40 39 75 69  2 47 40 77 38  0 53 71 14 27 71  5 
73 77  5 13 62 20 38 43  1 26 13  5  3 20 32 23 59 19 14 67 50 25 19 70 10 28 76 36 31 64 18  8 28 45 44 23 71  7 68 16 14  6 61 75  2 76 67  2 16 43  0 27 67 34 64 38 30 74 38 57  0 44 42 20 14 23 33 37 37 28 58 52 62 53  0 39 78 49  3 73 
67 44 35 40  7 41 27 19 67 33 64 29 31  4 32 65 71 40 21  8 44  1 66  3 61 13 49 40 28 45 53 33 43 55 57 45 65 44 51  8 36 30 47 70 67  9  2 69 19 14 27  1 11 15 44 79 28 38 51 24 47 31 59 47 16 58 25  8 24  3 63 21 63 71 39  0 51 43 75  3 
25 32  8 60 73 20 23 62 34 39 59 39 17 11 41 56 72 58  4 39 18 65 10 25 38  2 70  1  0 16 78 11 66 23 11  4 27 54 70 33 79 78 61 77 76  6 70 65 70 79 56 46 73 72  4 44 13 25 25 39 19 16 14 18 42 69 53 53  7 14 23 47  4 14 78 51  0 13 19 51 
 2 59 20 52 79  1 28  3 52 79 59 15 22 44 66 69 66 36 31 70 33 35 30 49 39 62 78 65 11 72 61 18 46 54 47 60 52 14  5 69 63 78  2 33 28 43 71 57 21 67 60 53 14 66  3 47 60  0 12 59 11 50 21 24 42 14 10  6 40 75 33 62 71 27 49 43 13  0 60 59 
47 24 60  2 41 47 68 25  2  9 23 32 35 40 45 76 72  3  7  0  1  1  6  4 36  9 45 61 26 31 59 36 47 57 29  8 56 20 67 54 70  2 57 68 36 60 78 20  8  5 38 21 54 60 50 64 50 61  1 48 53  5 76 49  6 27 51 10 73 18  9 69 52 71  3 75 19 60  0 42 
42 53 68 13 32 17 78 21 54 18 12 64 33 24 75 69 66  6 26 29 26  3 66 63 67 18 76 48 45  2 29 78 17  5  7 53 33 42 66 11 12 69 64 69 62 70 79 10 57 44 49 35 59 53  7 34 46 11 13 11 57 38 55 25 63  1 72 67 18  0 57 29 10  5 73  3 51 59 42  0 

 0  6 35 12 59  8 42 39 50 65 20 36 33 11 28 48 68 59 76 69 44 46 58 69 34 59 64 12 22 23 33 61  5 74 79  3 44 65 64 40 75 30 20 12 63 49 70 71 74 36 49 32 66 30 12 44 13 24  2 74 59 63 68 79 28 42 48 77 42 21  3 51 69 43  0 30 38 67 66 61 
 6  0 15 61  6 29 18 57  1  7  8 40  5 35 47 77 63 30 18  1  5 37 31 65 41 79 43 57 76 13 21 35 43 35  4 77 79 62 50  6 33 33  4 47 14 39 35 72 40 28 53 11 79 22 65 78 69 52 24 49 72 73 33 40 75 46 42 44 68 38 32 28  1 58 42 20  8 16 71 48 
35 15  0 27 66 10  7  4 45 44 12  1 43 48 41 36 48 71 52  4 47 30 54 47 73 43 79 75 41 39 55 65 47 61 38 31 19 55 14 32 16  0 23 78 70 17 66 73 44 62  0 51 23 36  8 15 38 71 65 78 44 76 76 51  4  0 73 49 75 46 67 26 42 46 42  8 43 78 67 32 
12 61 27  0 56  3 56 50  7 70 26  9 64 68 75 63 62 11 12 52 53 73 12 74 48 74 64 11 24  6 25 10 61 58 16 60 35 79 37 18 13 53  1 14 23 15 47 62  3 63 51 24 78 53 40  8 13 26 75 76 50 23 54 28 29 28 29 58 55 76 75 23 16 21 51 30  7 63 75 71 
59  6 66 56  0 15 42  6 25  8 19 59 71 30 37 23 50 50  9 10 34 17 47 26  6  7 71 23 27  0  2 53 54 76 19 10 53 76 60 50 60 54 37 78 40 31 62 68 35 59 64 49 48 74 62 21 30 64 45 12 63 52 75 20 59 11 63  0 74 15 70 71  1 61 18 60 28 41 12 55 
 8 29 10  3 15  0 13 20 49 58 10  9 29 60 33 59 41 54 10 25 19 12 29 57  4 22 30  8 40 28 71 42 54 36 23 31 50 11 12 59 26  4  7 50 58 18 29 31 13 25 74 19 67 66  9 22 10 50  5 20 45 37 77 21 16 71 44 31 65 67 36 32 37 28 76 53  3 52  0 25 
