50

19 45 21 19  1  2 40 43 41 27 28  0 24 13 49 44 15 42 37 48 39 13 28  4 46 38 45 21 26  8  6 45 46 11  3 25 16  0 38 29 11 43 11  7 42 11 14 11  8 16 
24 46 17 13 19  0 32 29  3 45  7 37 26 34 33 42 46 39 35 23 14  1  1 39 15  2 29 47 34 11 31 28 44 43 23 37 43 38  0  2 15 39 30  0 14 24 33 43 26 10 
20 48 18 13 45  5 42 48 22  3 47 47 16 12 27  3 32 35  7 49 11 34 25 28 13 15 31 35  0  8 49 29 16 35 15 30 42 29  2  0 34 25 23 21 41 14 30  1 36 13 
16 45 28 47 26 12 29  0 47 25 44 20 18 44 34  8 12 36 32  7 34 46 34 24 15 16 43 37  2 10 29 41 24 35 12 20 13 11 15 34  0  3  0 38 11 28 19 44  6 13 
40 43 39 44 13 32 25 38  1 11 18 13 49 35 14 46 22 40 23  7 43 31 14 21 46 33 17  0 24 33  7 49 23 42 29 35 40 43 39 25  3  0  0 40 10  2  9  1 23 49 
 2  7 37 40 26  5 28 19 27 20 21 33 17 32 11  3  8 18 48 18  9  3  4  7 23 46 42 12  5  4 34 31 23 38 13 49 34 11 30 23  0  0  0 34 40 25 45 38  1 20 
 2  4  9 25 17 36 10 14 37 48 20 13 32  4  8 27 18 19 41 24  5  1 39 40 32 49  0  7 48 17 19 19 28 18 35 30  4  7  0 21 38 40 34  0  5 33 13 47  1 27 
25 11 42 41 20  4 42 30 34  8 30 44 45 22 25 35 42 46 30 49 12 39 48 28  7 26 47 39  5 32 23 36 17  3 24  0 10 42 14 41 11 10 40  5  0 27 18 25 10 29 
16 31  8  6  1 24 15 16 19 34 36  6 47 10 20 36  8 27 36 43 46 17 46 40 45  0  2 30 25 40 11 34 45 35  1 20  0 11 24 14 28  2 25 33 27  0 29  6 42 12 
49  1 10 49 29 28 49 39 26 16 34  9 26 21 38 34 40 25 31  0 28 14  8 44 19 27  7 42 22 45 15 49 17  8  2 13 38 14 33 30 19  9 45 13 18 29  0 29  0 17 
42 43  7 13 13 46  6 49 19 45 39 19  8  4 45 14 14  1 10 38 43 26 45 44  6  6 45 34 10 32 23 45  5 16 13 40 40 11 43  1 44  1 38 47 25  6 29  0  0 29 
42 49  1 14 22 11 42 40  9  8 28 47 44  6 25  3 21 30 19 17  3 29 36 44  8  8 48 13 30 47  8 28  7  3  7 25  2  8 26 36  6 23  1  1 10 42  0  0  0 29 
31 37 28  1 18 23 14 32  7 29 44 44 28 26 10 36 34 32 39 48 44  5 35 33 46  5 42  0 39  0  6 42 14  8  9 14 31 16 10 13 13 49 20 27 29 12 17 29 29  0 

 0 36 15 42  9 18  2 19 20 45 10  6  3  1 28 38 28 49  6 19 34 46 38  9 24 49  4 32 42  3 33 21 25  4 19 23  4 45 44 30 15  0 20 12 33 39 40 31 34  6 
36  0 35 21 26 29  8 37 31 17 18 30 15  5  7 17 43  0 18 31  5 47  1 25 41 39 33 17 46 33 31  5 33 25 44  7 49 22 30 36 33 33  4  7 44 39 35 12 10 38 
15 35  0 27 26 30 17 24 25 14 12 41 33 38 21 46 18 21 12 34 17 40 34 17 33 13  9 35 21  9 15 25 27 41 38 31 19 45 44  2 26 30 33  8 30 17 46  3 14 12 
42 21 27  0 36 23  6 20 27  0 36 39 24 28 45 43 22 31 22 22 13 33 42 34 38 44 44 41 34  6 25 20 21 38 26 20 35  9  7 48 13 43 21 44 13 25 47 12 43 33 
 9 26 26 36  0 35 42 26  5  8 39 19 21  0 37 33 10 30  9  0  4 47 27 26 16 47 11 43 27 20 22  3 34 36 19 40  3 26 10 10  0  4 47  8 20 11  2 28  5  9 
18 29 30 23 35  0 23 30 29 28 20 29 29  0 43 49  1 44 10 35  9 42 29  7 34 12  0 28 40  8  1 22 34  6 43 41  0 21 42 29 36 44 27 40 38 28 49  1 33 45 
 2  8 17  6 42 23  0 23  7 34 28 17 19 14 28 25 30 13 37 49  2 25 14 18 17 40 10 41 22 48 32  0  9 10  6 20  2 25 26 16 13 23 28 26 42 27 28 10  6 11 
19 37 24 20 26 30 23  0 45  1  1 21 18 14 11 40  5 31  1 42  6 46 29  8 10 41  5 18 30 26 31 47  7 14 25 17 12 22 40 25  8  1 20 23 22 26 13 41 46 22 
20 31 25 27  5 29  7 45  0 49  2 25 15  6 29 39 36 46 22 13 21 38 35 36 37 15 49 36 47 15 15 26 11 14 11 21 10 39 35 28 16 23 48 15 35 11 13 31 36  7 
45 17 14  0  8 28 34  1 49  0 42 27 49 41  4 36 26 23  5 40 18 29  0 46  9  7 11  5 30 21  8 21 22 36 12 43 10 16 48 16 32 15 13 21 44 33 40 40 10 11 
10 18 12 36 39 20 28  1  2 42  0  6 23 15 13 32 15 18 49 40 39 10 21 44 18 41 34  8 14  9 49 49 16 39 29 49 11 12 41 48 40 31 10  9  8 27 44  4 46 30 
 6 30 41 39 19 29 17 21 25 27  6  0 45 36 38 14 16 45  4 31  8 21 39  2 33  1 25  4 22 10 47 28  0 35 18 38 29 46 20 22 26 33 16  0  2 49 36 36 25  7 
 3 15 33 24 21 29 19 18 15 49 23 45  0  1 40  7  8 16 11 36 48  4 38 29  8 21 14 11 24 24 26 48 32 21  2 36 16 33 40 36 15 27 23 36 34 16 34 32 24 37 
 1  5 38 28  0  0 14 14  6 41 15 36  1  0 18  4 37 40 17  5  8 27 45 40 37 40 18 35 35 39 27 10 17 40  7 32 21 36  1  9 49 14 42 33 37 39  9 26  0 28 
28  7 21 45 37 43 28 11 29  4 13 38 40 18  0 11 24 34 28  4 48 48 44 20 33 30 18 23  4 28 37 27 23  9 16 10  5 20  0  0 46 19 35  6  7 17  0 33 35 28 
38 17 46 43 33 49 25 40 39 36 32 14  7  4 11  0 36 42  0 19 33  2 40 30 28 25 32  1 43  3 32 26  6 23 27 30 29 18  9 47  3  7 13 10  2 36 39 37 19 41 
28 43 18 22 10  1 30  5 36 26 15 16  8 37 24 36  0  7  8 26 48 47 40 43 14 16 32  0 36 14 16  2 14 35 22 13 28 41 40  3  3 41 12 31 48 17 35  7  5 25 
49  0 21 31 30 44 13 31 46 23 18 45 16 40 34 42  7  0 24  5  4 43 19 27 29  2 30  3 28 39 10 37 13 45  7 29 47 39 13  1 42 11 45 28 36 16  0 24 24 15 
 6 18 12 22  9 10 37  1 22  5 49  4 11 17 28  0  8 24  0 42 46  2 32 36  9 39 24  6 12 17 11 49 22 13 25 49 45 13  4 48 34 37 10 46 40 35 26 14 46 33 
19 31 34 22  0 35 49 42 13 40 40 31 36  5  4 19 26  5 42  0 29  3 42  5 38  4 43 39 33 23 36 16 37 48 47  1 37 40  6  4 10 36 26  8  1 37 12 23 44  8 
34  5 17 13  4  9  2  6 21 18 39  8 48  8 48 33 48  4 46 29  0 31 17 40 38 30  3 20 48 31 30 17 28  5 18 14  1  2 23  6 19 39 23 10  6 19 28 34 30 23 
46 47 40 33 47 42 25 46 38 29 10 21  4 27 48  2 47 43  2  3 31  0 11 29 33 21 24 26 24 22 33 35 30 43  3 30 36 31 49  3 15 20 37 15  4 12 29  1 46 10 
38  1 34 42 27 29 14 29 35  0 21 39 38 45 44 40 40 19 32 42 17 11  0 19 31 12 13 27 22 25 26 48  6  6 24 15 26  7 30 34 46 21 23 17 22 34  3 25 20 39 
 9 25 17 34 26  7 18  8 36 46 44  2 29 40 20 30 43 27 36  5 40 29 19  0  8 29 27 31 35 29 20 45 41 33 43 15 44 21  4 47 32 18 31 26 32 17 34 16 45 44 
24 41 33 38 16 34 17 10 37  9 18 33  8 37 33 28 14 29  9 38 38 33 31  8  0 35 25 10  7  4 25  5  2 36 48 31  6 33 36 33  1 34 29 38 38 24 11 39  2 12 
49 39 13 44 47 12 40 41 15  7 41  1 21 40 30 25 16  2 39  4 30 21 12 29 35  0 19  5 47 31 39 28 11  8 30 34 42 25 25 10 11 14 44  5 37 31  5 47 36 43 
 4 33  9 44 11  0 10  5 49 11 34 25 14 18 18 32 32 30 24 43  3 24 13 27 25 19  0 18 26  7 40 28 17 40  9 37 14 40 41 14 37 47 30 12 20  8 36 26  5  0 
32 17 35 41 43 28 41 18 36  5  8  4 11 35 23  1  0  3  6 39 20 26 27 31 10  5 18  0 18 31 10 43 33 31 10 37 20 22  7 47 11 17  9 32 44  1 34  3 44 20 
42 46 21 34 27 40 22 30 47 30 14 22 24 35  4 43 36 28 12 33 48 24 22 35  7 47 26 18  0  3 43 47 12 40 24 43 16 34 31 47 31 35 47 11 14 42 15 40 21 28 
 3 33  9  6 20  8 48 26 15 21  9 10 24 39 28  3 14 39 17 23 31 22 25 29  4 31  7 31  3  0 28 22  6  0 30 42  4 25 19 29 38 40 16  7 32 47 10  5  7 49 
33 31 15 25 22  1 32 31 15  8 49 47 26 27 37 32 16 10 11 36 30 33 26 20 25 39 40 10 43 28  0 45 17  4  2 44 37  2  3 13 20 32  9 47 19 26 32 48  0 37 
21  5 25 20  3 22  0 47 26 21 49 28 48 10 27 26  2 37 49 16 17 35 48 45  5 28 28 43 47 22 45  0 39 14 30 39 34 22 27 34 43 29 42 38 15 19  7 40 29 41 
25 33 27 21 34 34  9  7 11 22 16  0 32 17 23  6 14 13 22 37 28 30  6 41  2 11 17 33 12  6 17 39  0 24 33 13 12 39 19 14 28 40  1 39 34 13 26 46  8 24 
 4 25 41 38 36  6 10 14 14 36 39 35 21 40  9 23 35 45 13 48  5 43  6 33 36  8 40 31 40  0  4 14 24  0 40  3 17 33 31 25  8 47 21 20 49 31  1 17 29  4 
19 44 38 26 19 43  6 25 11 12 29 18  2  7 16 27 22  7 25 47 18  3 24 43 48 30  9 10 24 30  2 30 33 40  0 19 15 11 18 36 42 49  8 42  4 30 10  4 22  8 
23  7 31 20 40 41 20 17 21 43 49 38 36 32 10 30 13 29 49  1 14 30 15 15 31 34 37 37 43 42 44 39 13  3 19  0  8 42 39 26 46 22 22 42 36 47 32  8 10  4 
 4 49 19 35  3  0  2 12 10 10 11 29 16 21  5 29 28 47 45 37  1 36 26 44  6 42 14 20 16  4 37 34 12 17 15  8  0 39 38 16 16 18  5 33 42 38 27 18  4 19 
45 22 45  9 26 21 25 22 39 16 12 46 33 36 20 18 41 39 13 40  2 31  7 21 33 25 40 22 34 25  2 22 39 33 11 42 39  0 44 19  0  5 40 43  8 46 46 35 40 18 
44 30 44  7 10 42 26 40 35 48 41 20 40  1  0  9 40 13  4  6 23 49 30  4 36 25 41  7 31 19  3 27 19 31 18 39 38 44  0  9 37 16 21  0 23  1  8  5  2 49 
30 36  2 48 10 29 16 25 28 16 48 22 36  9  0 47  3  1 48  4  6  3 34 47 33 10 14 47 47 29 13 34 14 25 36 26 16 19  9  0 32 36  3 35 21 19  4  1 35  6 
15 33 26 13  0 36 13  8 16 32 40 26 15 49 46  3  3 42 34 10 19 15 46 32  1 11 37 11 31 38 20 43 28  8 42 46 16  0 37 32  0 10 20 20 19 16  7 10 46 18 
 0 33 30 43  4 44 23  1 23 15 31 33 27 14 19  7 41 11 37 36 39 20 21 18 34 14 47 17 35 40 32 29 40 47 49 22 18  5 16 36 10  0 42 40 10 32 27 41  4  5 
20  4 33 21 47 27 28 20 48 13 10 16 23 42 35 13 12 45 10 26 23 37 23 31 29 44 30  9 47 16  9 42  1 21  8 22  5 40 21  3 20 42  0 47  2 32  1 35 37  1 
12  7  8 44  8 40 26 23 15 21  9  0 36 33  6 10 31 28 46  8 10 15 17 26 38  5 12 32 11  7 47 38 39 20 42 42 33 43  0 35 20 40 47  0 47  2 17 48 33 11 
33 44 30 13 20 38 42 22 35 44  8  2 34 37  7  2 48 36 40  1  6  4 22 32 38 37 20 44 14 32 19 15 34 49  4 36 42  8 23 21 19 10  2 47  0 23 10 31 48 28 
39 39 17 25 11 28 27 26 11 33 27 49 16 39 17 36 17 16 35 37 19 12 34 17 24 31  8  1 42 47 26 19 13 31 30 47 38 46  1 19 16 32 32  2 23  0 35  0 19 36 
40 35 46 47  2 49 28 13 13 40 44 36 34  9  0 39 35  0 26 12 28 29  3 34 11  5 36 34 15 10 32  7 26  1 10 32 27 46  8  4  7 27  1 17 10 35  0  1 21  5 
31 12  3 12 28  1 10 41 31 40  4 36 32 26 33 37  7 24 14 23 34  1 25 16 39 47 26  3 40  5 48 40 46 17  4  8 18 35  5  1 10 41 35 48 31  0  1  0  8 33 
34 10 14 43  5 33  6 46 36 10 46 25 24  0 35 19  5 24 46 44 30 46 20 45  2 36  5 44 21  7  0 29  8 29 22 10  4 40  2 35 46  4 37 33 48 19 21  8  0 39 
 6 38 12 33  9 45 11 22  7 11 30  7 37 28 28 41 25 15 33  8 23 10 39 44 12 43  0 20 28 49 37 41 24  4  8  4 19 18 49  6 18  5  1 11 28 36  5 33 39  0 
