40

10  1  5  7 25  9 17 15  0 39 22 35 35 16  9 19 16 36 12 33 21 28 15 26 37 35  9 36 27 35 15  6  1 34 11 31 10  9 35 18 
25  7  4 30  8 18 24 11 39  0 12  7 29 11  4 26 26 13 15 30 28  9 20 26 19 37 31 15 30 11 28 31 12  6 32 23  0  6 38  6 
20  8 12 26 19 10 18  1 22 12  0 16  3  5  3  2 25 28 39 30 29 20 11 34 38 11 14 18 34 39 39 29 36 39  9 19 31 12 21 28 
36  0  1  9 19  9 37 11 35  7 16  0  5 16 18 24 16 15 24 21 28  1  9 32 23 31 15 24  2 10 17  8 10 15 28  8 29 36 10 32 
33  5  3 24 31 29 19  8 35 29  3  5  0 31  0 27 18 26 11 16 18 24 28  9 18 21 14 21  4 24 16 38  2 21  2 26 16 13 20  6 
11 35  8 28 30 20  4 34 16 11  5 16 31  0 18  4 37 20 27 35  8 27 35 10 37 20  8  5 35 19 17 10 17 30  7 32 21 26  1 39 
28  7  1 35 37 33 28 11  9  4  3 18  0 18  0 11 24  4 28  4  8 28 24 10  3 30 38 33  4 18 27 17 13 29 16 30  5 10  0 20 
 8 37 36 23 23 19  5 30 19 26  2 24 27  4 11  0 36 22 30  9 13 22 30  0 38  5  2 11  3 13 22 16 26 33 17 30 19  8  9 37 
28 23  8 22 10  1 10 25 16 26 25 16 18 37 24 36  0 27 18 16  8 17 20 33 34 36 22 10  6 34 26 32  4 15 32 23  8 21  0  3 
19 30 31 11 10 14  3 21 36 13 28 15 26 20  4 22 27  0 24 15 34  3  9 27  9  2 30 23 38 29 20  7 23 15 37 39  7 39  3 31 
36 18 12 12  9 10 27 21 12 15 39 24 11 27 28 30 18 24  0 22 26  2 32  6 19 19 14  6 22 27 11 19 12 33  5  9  5 23 24 18 
29  1  4 12 10 25 19  2 33 30 30 21 16 35  4  9 16 15 22  0  9  3  2 35 38  4 33 39  3 23  6  6 17 38 37 31 27 30  6 34 
 4  5  7 13 34 19  2 26 21 28 29 28 18  8  8 13  8 34 26  9  0  1 37 10 28 20 13  0  8 31 10 17 28 35 18 24 31  2  3 26 
 6 37 30 33 17 12  5 36 28  9 20  1 24 27 28 22 17  3  2  3  1  0  1 39 33 21 34 26  4  2 23 15  0 33 33 10 26 31 29  3 
18 31 14 12  7 29  4 29 15 20 11  9 28 35 24 30 20  9 32  2 37  1  0  9  1 22 33 37  2 35 36 18 16 36 34 35 26 17 10 24 
29 25  7 34 26 17  8 38 26 26 34 32  9 10 10  0 33 27  6 35 10 39  9  0 38 19 17 21 15 19 20 35 21 13 33 35 34 11 24 37 
34  1 33  8  6  4 17 20 37 19 38 23 18 37  3 38 34  9 19 38 28 33  1 38  0  5 15  0 17 14  5  5 32  6 28  1 26  3 26 33 
19 39  3 34  7 22 30 31 35 37 11 31 21 20 30  5 36  2 19  4 20 21 22 19  5  0 39 35 27 11 39 28 31 38 30 34 12 25 25  0 
24  3 39 24 31 30  0 25  9 31 14 15 14  8 38  2 22 30 14 33 13 34 33 17 15 39  0 38 16 17 10  8 37 20 39 27 24 20 31 14 
12 17 35 11 23  8 11 18 36 15 18 24 21  5 33 11 10 23  6 39  0 26 37 21  0 35 38  0 18 21  0 33  3 21  0  7 20 12  7 17 
22 36  1 24 27  0 32 30 27 30 34  2  4 35  4  3  6 38 22  3  8  4  2 15 17 27 16 18  0  3  3 37 32 30 24  3  6 34 11 17 
23 13 39  6  0 28 18 16 35 11 39 10 24 19 18 13 34 29 27 23 31  2 35 19 14 11 17 21  3  0  8 32 26 10  0 22 34  5 39  9 
33 21 15 25  2 31 32 21 15 28 39 17 16 17 27 22 26 20 11  6 10 23 36 20  5 39 10  0  3  8  0  5 27 34 22  4 37 32 13 33 
21 35 25 10 13  2 30 17  6 31 29  8 38 10 17 16 32  7 19  6 17 15 18 35  5 28  8 33 37 32  5  0  9  4  0 19  4 32 27 34 
 5  3  7 21 14 14 39 37  1 12 36 10  2 17 13 26  4 23 12 17 28  0 16 21 32 31 37  3 32 26 27  9  0 24 23 23 32 19 19 34 
34 35 21 18 36 36  0 14 34  6 39 15 21 30 29 33 15 15 33 38 35 33 36 13  6 38 20 21 30 10 34  4 24  0 20 33 17  3 21 15 
39  4 38 16 19 23 36 35 11 32  9 28  2  7 16 17 32 37  5 37 18 33 34 33 28 30 39  0 24  0 22  0 23 20  0 29  5 21  8 26 
 3 37 31 20 10 31 30 27 31 23 19  8 26 32 30 30 23 39  9 31 24 10 35 35  1 34 27  7  3 22  4 19 23 33 29  0  8 22 39 26 
 4 39 19 35 13 10  2  2 10  0 31 29 16 21  5 19  8  7  5 27 31 26 26 34 26 12 24 20  6 34 37  4 32 17  5  8  0 19 38 16 
25 22 15 39 36 11  5 12  9  6 12 36 13 26 10  8 21 39 23 30  2 31 17 11  3 25 20 12 34  5 32 32 19  3 21 22 19  0 34  9 
24 10 14 37 20 12 36 30 35 38 21 10 20  1  0  9  0  3 24  6  3 29 10 24 26 25 31  7 11 39 13 27 19 21  8 39 38 34  0  9 
 0  6 32 18 10 19 26 25 18  6 28 32  6 39 20 37  3 31 18 34 26  3 24 37 33  0 14 17 17  9 33 34 34 15 26 26 16  9  9  0 
